room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay
Private room,WEST,LAKEVIEW,0,,1,1,26,6
Private room,SOUTH,HAYSBORO,1,,2,1,40,1
Private room,SOUTH,PALLISER,5,5,2,1,24,1
Private room,SOUTH,MILLRISE,0,,1,1,56,1
Private room,SOUTH,BRAESIDE,1,,2,1,64,3
Private room,SOUTH,KINGSLAND,20,5,2,1,38,1
Private room,SOUTH,EVERGREEN,0,,1,1,40,1
Private room,SOUTH,SHAWNESSY,0,,2,1,26,1
Private room,SOUTH,SHAWNESSY,27,4.5,2,1,38,2
Private room,SOUTH,HAYSBORO,0,,1,1,31,1
Private room,SOUTH,SHAWNESSY,2,,2,1,56,2
Private room,SOUTH,CANYON MEADOWS,2,,1,1,40,1
Private room,SOUTH,BRAESIDE,0,,1,1,40,3
Private room,SOUTH,PALLISER,1,,2,1,36,1
Private room,SOUTH,BRIDLEWOOD,0,,2,1,48,1
Private room,SOUTH,EVERGREEN,0,,2,1,121,1
Private room,SOUTH,SHAWNESSY,19,4.5,2,1,40,2
Private room,SOUTH,BRIDLEWOOD,0,,2,1,32,1
Private room,SOUTH,EVERGREEN,0,,2,1,48,1
Private room,SOUTH,EVERGREEN,0,,2,1,336,1
Private room,SOUTH,EVERGREEN,0,,2,1,39,2
Private room,SOUTH,EVERGREEN,1,,4,1,60,1
Private room,SOUTH,EVERGREEN,0,,4,1,72,1
Private room,SOUTH,SUNDANCE,3,4.5,1,1,40,1
Private room,SOUTH,ACADIA,7,4,2,1,31,3
Private room,SOUTHEAST,CRANSTON,0,,2,1,40,1
Private room,EAST,10B,0,,2,1,32,1
Private room,SOUTH,CHAPARRAL,0,,2,1,40,1
Private room,SOUTH,MIDNAPORE,0,,2,1,64,
Private room,SOUTHEAST,RIVERBEND,0,,3,1,10,1
Private room,SOUTH,ACADIA,4,4.5,2,1,31,3
Private room,SOUTHEAST,MAHOGANY,0,,1,1,48,1
Private room,SOUTH,WILLOW PARK,5,5,2,1,56,1
Private room,SOUTHEAST,RIVERBEND,2,,2,1,24,2
Private room,SOUTH,SILVERADO,6,5,2,1,52,2
Private room,SOUTHEAST,OGDEN,0,,6,1,35,1
Private room,SOUTH,CHAPARRAL,0,,5,1,40,5
Private room,SOUTHEAST,DOUGLASDALE/GLEN,58,4.5,2,1,39,3
Private room,SOUTHEAST,MCKENZIE LAKE,0,,2,1,25,2
Private room,SOUTH,SUNDANCE,0,,2,1,80,1
Private room,SOUTH,CHAPARRAL,0,,2,1,47,1
Private room,SOUTH,KINGSLAND,9,5,2,1,25,1
Private room,SOUTH,MIDNAPORE,0,,2,1,36,1
Private room,SOUTH,ACADIA,6,4.5,2,1,38,2
Private room,SOUTH,ACADIA,0,,4,1,34,1
Private room,SOUTHEAST,MCKENZIE TOWNE,0,,2,1,56,1
Private room,SOUTH,DEER RIDGE,42,5,2,1,35,1
Private room,SOUTHEAST,NEW BRIGHTON,0,,2,1,64,1
Private room,SOUTHEAST,CRANSTON,0,,2,1,48,1
Private room,SOUTHEAST,NEW BRIGHTON,0,,1,1,36,1
Private room,SOUTHEAST,AUBURN BAY,0,,4,1,75,1
Private room,SOUTHEAST,DOUGLASDALE/GLEN,2,,2,1,44,7
Private room,SOUTHEAST,MCKENZIE TOWNE,0,,2,1,64,1
Private room,SOUTHEAST,AUBURN BAY,38,5,2,1,39,1
Private room,SOUTHEAST,COPPERFIELD,0,,2,1,30,1
Private room,SOUTHEAST,MCKENZIE TOWNE,0,,2,1,8,1
Private room,SOUTHEAST,DOUGLASDALE/GLEN,10,5,4,1,79,2
Private room,SOUTHEAST,MCKENZIE LAKE,6,5,1,1,39,2
Private room,SOUTHEAST,MAHOGANY,3,5,2,1,23,1
Private room,SOUTHEAST,COPPERFIELD,19,5,1,1,27,1
Private room,WEST,DISCOVERY RIDGE,2,,2,1,43,
Private room,NORTHWEST,BOWNESS,0,,4,1,108,1
Private room,WEST,SPRINGBANK HILL,0,,3,1,44,1
Private room,WEST,ASPEN WOODS,0,,1,1,36,1
Private room,WEST,WEST SPRINGS,1,,2,1,40,1
Private room,WEST,WEST SPRINGS,24,5,3,1,140,1
Private room,NORTHWEST,BOWNESS,27,5,2,1,32,1
Private room,NORTHWEST,BOWNESS,0,,2,1,31,1
Private room,WEST,VALLEY RIDGE,0,,2,1,10,1
Private room,WEST,CRESTMONT,8,4.5,2,1,34,1
Private room,NORTHWEST,BOWNESS,1,,2,1,43,2
Private room,WEST,CRESTMONT,0,,1,1,22,1
Private room,NORTHWEST,BOWNESS,0,,4,1,10,1
Private room,WEST,VALLEY RIDGE,1,,4,1,160,3
Private room,WEST,DISCOVERY RIDGE,0,,2,1,40,1
Private room,WEST,ASPEN WOODS,0,,2,1,76,2
Private room,WEST,SIGNAL HILL,9,4.5,2,1,24,1
Private room,WEST,WEST SPRINGS,5,4,2,1,32,3
Private room,WEST,ASPEN WOODS,1,,1,1,54,3
Private room,WEST,SIGNAL HILL,4,5,2,1,40,3
Private room,WEST,SIGNAL HILL,10,5,1,1,52,3
Private room,WEST,PATTERSON,0,,2,1,42,1
Private room,WEST,COACH HILL,1,,1,1,36,1
Private room,WEST,COACH HILL,8,5,2,1,32,1
Private room,CENTRE,KILLARNEY/GLENGARRY,2,,2,1,48,1
Private room,WEST,SPRUCE CLIFF,1,,1,1,24,1
Private room,WEST,GLENBROOK,0,,2,1,40,1
Private room,WEST,SPRUCE CLIFF,0,,2,1,40,1
Private room,WEST,STRATHCONA PARK,0,,2,1,53,1
Private room,CENTRE,HILLHURST,0,,2,1,56,1
Private room,CENTRE,SUNALTA,9,4.5,2,1,58,1
Entire home/apt,CENTRE,BELTLINE,104,5,2,1,71,1
Entire home/apt,CENTRE,BELTLINE,24,4.5,4,2,92,3
Entire home/apt,CENTRE,CAPITOL HILL,13,4.5,4,2,76,1
Entire home/apt,CENTRE,EAU CLAIRE,20,4.5,4,1,64,1
Private room,CENTRE,BANKVIEW,0,,2,1,47,1
Private room,CENTRE,BANFF TRAIL,1,,2,1,56,1
Private room,CENTRE,ST. ANDREWS HEIGHTS,0,,2,1,44,1
Private room,NORTHWEST,VARSITY,1,,2,1,28,1
Private room,CENTRE,WEST HILLHURST,11,5,2,1,53,2
Private room,NORTHWEST,CHARLESWOOD,6,5,2,1,41,1
Private room,CENTRE,SUNNYSIDE,2,,4,1,47,2
Private room,CENTRE,BELTLINE,0,,4,1,47,1
Private room,NORTHWEST,VARSITY,0,,2,1,36,1
Private room,NORTHWEST,VARSITY,0,,2,1,36,1
Private room,CENTRE,ALTADORE,0,,3,1,98,1
Private room,CENTRE,BELTLINE,11,5,1,1,48,1
Private room,CENTRE,SOUTH CALGARY,0,,2,1,71,1
Private room,WEST,CHRISTIE PARK,9,4.5,1,1,23,1
Private room,NORTHWEST,CHARLESWOOD,0,,1,1,24,1
Private room,CENTRE,BELTLINE,1,,1,1,56,1
Private room,CENTRE,BELTLINE,24,4.5,2,1,43,3
Private room,NORTHWEST,VARSITY,1,,2,1,64,14
Private room,CENTRE,BELTLINE,0,,2,1,58,1
Private room,NORTHWEST,UNIVERSITY OF CALGARY,7,4.5,2,1,52,2
Private room,CENTRE,DOWNTOWN WEST END,0,,1,1,28,1
Private room,CENTRE,SUNNYSIDE,29,5,4,1,32,2
Private room,CENTRE,UPPER MOUNT ROYAL,13,5,3,1,40,1
Private room,WEST,GLENBROOK,0,,1,1,28,1
Private room,CENTRE,SOUTH CALGARY,2,,4,1,68,1
Private room,CENTRE,BANKVIEW,2,,2,1,112,1
Private room,CENTRE,SUNNYSIDE,0,,2,1,36,1
Private room,WEST,PATTERSON,0,,2,1,48,1
Private room,CENTRE,BELTLINE,9,5,2,1,68,1
Private room,WEST,SIGNAL HILL,0,,2,1,67,2
Private room,WEST,GLENDALE,0,,2,1,36,2
Private room,CENTRE,EAU CLAIRE,2,,2,1,63,1
Private room,CENTRE,BELTLINE,6,5,2,1,40,1
Private room,CENTRE,SOUTH CALGARY,0,,2,1,72,1
Private room,WEST,RUTLAND PARK,0,,2,1,36,1
Private room,CENTRE,ELBOW PARK,0,,7,1,130,1
Private room,CENTRE,BELTLINE,6,5,1,1,48,2
Private room,WEST,RUTLAND PARK,0,,3,1,60,3
Private room,WEST,CURRIE BARRACKS,0,,2,1,10,1
Private room,CENTRE,SOUTH CALGARY,1,,2,1,72,3
Private room,CENTRE,MOUNT PLEASANT,0,,2,1,160,1
Private room,NORTHWEST,UNIVERSITY OF CALGARY,0,,1,1,36,1
Private room,CENTRE,BELTLINE,8,4,2,1,53,1
Private room,CENTRE,GARRISON WOODS,0,,2,1,48,1
Private room,CENTRE,BELTLINE,18,4.5,2,1,71,1
Private room,WEST,ROSSCARROCK,0,,2,1,48,1
Private room,WEST,CURRIE BARRACKS,15,5,2,1,60,1
Private room,WEST,RUTLAND PARK,0,,1,1,40,1
Private room,NORTHWEST,MONTGOMERY,0,,1,1,64,1
Private room,CENTRE,ELBOYA,1,,1,1,32,1
Private room,CENTRE,BELTLINE,2,,1,1,33,1
Private room,CENTRE,KILLARNEY/GLENGARRY,0,,4,1,60,2
Private room,CENTRE,BANFF TRAIL,2,,6,1,52,1
Private room,CENTRE,BELTLINE,0,,1,1,40,14
Private room,CENTRE,CAPITOL HILL,4,4.5,1,1,53,1
Private room,CENTRE,SUNNYSIDE,2,,2,1,68,1
Private room,CENTRE,SCARBORO,0,,1,1,112,1
Private room,CENTRE,SOUTH CALGARY,1,,4,1,10,1
Private room,CENTRE,KILLARNEY/GLENGARRY,0,,2,1,36,1
Private room,CENTRE,CAPITOL HILL,4,4.5,1,1,53,1
Private room,CENTRE,CAPITOL HILL,1,,1,1,53,1
Private room,CENTRE,BELTLINE,52,4.5,2,1,53,1
Private room,CENTRE,HILLHURST,2,,2,1,68,3
Private room,CENTRE,WEST HILLHURST,41,4.5,2,1,27,1
Private room,CENTRE,BANFF TRAIL,1,,2,1,36,1
Private room,WEST,ROSSCARROCK,4,5,3,1,32,1
Private room,CENTRE,WEST HILLHURST,3,5,2,1,83,1
Private room,CENTRE,RICHMOND,0,,2,1,56,1
Private room,CENTRE,RICHMOND,0,,1,1,62,1
Private room,WEST,SPRUCE CLIFF,8,5,2,1,31,1
Private room,NORTHWEST,HAWKWOOD,0,,2,1,31,1
Private room,NORTHWEST,ROCKY RIDGE,0,,1,1,39,2
Private room,NORTHWEST,TUSCANY,0,,1,1,72,1
Private room,NORTHWEST,ARBOUR LAKE,29,5,1,1,20,3
Private room,NORTHWEST,CITADEL,0,,1,1,40,1
Private room,NORTHWEST,RANCHLANDS,1,,1,1,64,1
Private room,NORTHWEST,ROCKY RIDGE,0,,2,1,100,2
Private room,NORTHWEST,TUSCANY,13,5,1,1,23,1
Private room,NORTHWEST,HAWKWOOD,1,,2,1,23,2
Private room,NORTH,BEDDINGTON HEIGHTS,5,4.5,2,1,49,1
Private room,NORTHWEST,DALHOUSIE,0,,2,1,28,1
Private room,NORTH,EVANSTON,0,,2,1,44,2
Private room,NORTHWEST,DALHOUSIE,2,,2,1,34,1
Private room,NORTHWEST,DALHOUSIE,1,,2,1,56,1
Private room,NORTH,HIDDEN VALLEY,0,,2,1,15,3
Private room,NORTH,PANORAMA HILLS,0,,2,1,36,1
Private room,NORTHWEST,BRENTWOOD,1,,1,1,40,1
Private room,NORTH,BEDDINGTON HEIGHTS,2,,2,1,49,7
Private room,NORTHWEST,DALHOUSIE,0,,1,1,28,1
Private room,NORTH,SANDSTONE VALLEY,0,,2,1,53,1
Private room,NORTH,EVANSTON,0,,2,1,80,1
Private room,NORTHWEST,HAWKWOOD,0,,1,1,32,1
Private room,NORTH,SAGE HILL,2,,2,1,31,2
Private room,NORTH,PANORAMA HILLS,0,,2,1,60,1
Private room,NORTH,EVANSTON,2,,2,1,30,1
Private room,NORTH,EVANSTON,1,,2,1,40,1
Private room,NORTHWEST,DALHOUSIE,9,4.5,4,1,79,1
Private room,NORTHWEST,EDGEMONT,0,,1,1,56,1
Private room,NORTH,PANORAMA HILLS,8,4.5,2,1,47,1
Private room,NORTH,EVANSTON,13,4,4,1,47,1
Private room,NORTH,KINCORA,0,,1,1,48,1
Private room,NORTH,HIDDEN VALLEY,0,,1,1,52,1
Private room,NORTH,EVANSTON,20,4.5,2,1,28,2
Private room,NORTH,BEDDINGTON HEIGHTS,34,5,2,1,55,2
Private room,NORTH,HIDDEN VALLEY,0,,1,1,32,1
Private room,NORTH,HUNTINGTON HILLS,0,,2,1,40,1
Private room,CENTRE,SCARBORO,67,5,3,1,60,2
Private room,NORTHWEST,CHARLESWOOD,1,,2,1,27,1
Private room,CENTRE,SOUTH CALGARY,19,5,2,1,36,1
Private room,WEST,GLENBROOK,18,5,2,1,60,1
Private room,CENTRE,BANKVIEW,0,,2,1,64,1
Private room,CENTRE,UPPER MOUNT ROYAL,0,,2,1,56,2
Private room,NORTHWEST,CITADEL,3,4.5,2,1,60,1
Private room,CENTRE,BANFF TRAIL,13,4.5,1,1,20,1
Private room,CENTRE,BANKVIEW,0,,2,1,64,1
Private room,CENTRE,WEST HILLHURST,4,5,4,1,80,2
Private room,NORTH,EVANSTON,20,5,2,1,28,2
Private room,CENTRE,POINT MCKAY,19,5,3,1,53,2
Private room,NORTH,HIDDEN VALLEY,0,,2,1,64,1
Private room,CENTRE,WEST HILLHURST,72,5,2,1,55,1
Private room,CENTRE,HILLHURST,2,,2,1,52,
Private room,NORTHWEST,TUSCANY,0,,1,1,76,7
Private room,NORTH,SAGE HILL,2,,2,1,24,1
Private room,NORTHWEST,BRENTWOOD,2,,2,1,46,3
Private room,NORTHWEST,ROCKY RIDGE,2,,1,1,30,1
Private room,NORTH,PANORAMA HILLS,1,,2,1,25,1
Private room,CENTRE,SUNNYSIDE,132,5,2,1,53,1
Private room,NORTHWEST,TUSCANY,1,,2,1,39,2
Private room,NORTH,KINCORA,0,,2,1,54,1
Private room,NORTHWEST,TUSCANY,10,4.5,2,1,37,1
Private room,CENTRE,WEST HILLHURST,0,,1,1,32,7
Private room,NORTHWEST,ROCKY RIDGE,0,,2,1,28,5
Private room,NORTHWEST,ROCKY RIDGE,0,,2,1,32,10
Private room,NORTHWEST,HAWKWOOD,0,,1,1,36,1
Private room,WEST,SPRUCE CLIFF,0,,2,1,33,1
Private room,NORTH,KINCORA,0,,2,1,34,3
Private room,NORTH,EVANSTON,0,,2,1,47,1
Private room,NORTH,SHERWOOD,0,,2,1,96,1
Private room,NORTHWEST,TUSCANY,0,,2,1,67,1
Private room,NORTHWEST,SILVER SPRINGS,0,,2,1,64,1
Private room,NORTHWEST,HAWKWOOD,30,4.5,2,1,24,1
Private room,NORTHWEST,EDGEMONT,13,4.5,1,1,32,1
Private room,NORTHWEST,TUSCANY,10,5,2,1,28,1
Private room,NORTHWEST,EDGEMONT,1,,1,1,119,1
Private room,CENTRE,BANFF TRAIL,8,4.5,2,1,50,1
Private room,NORTH,SANDSTONE VALLEY,0,,2,1,80,1
Private room,NORTHWEST,HAWKWOOD,1,,2,1,28,1
Private room,NORTHWEST,CITADEL,0,,2,1,40,7
Private room,NORTHWEST,01F,0,,1,1,148,5
Private room,CENTRE,BANFF TRAIL,6,4,2,1,24,3
Private room,NORTHWEST,BOWNESS,0,,1,1,39,1
Private room,CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,13,4.5,3,1,28,3
Private room,CENTRE,POINT MCKAY,0,,1,1,36,2
Private room,NORTH,SANDSTONE VALLEY,0,,1,1,40,1
Private room,SOUTH,WILLOW PARK,0,,1,1,39,1
Private room,SOUTH,CHAPARRAL,27,5,2,1,53,3
Private room,SOUTHEAST,OGDEN,5,4.5,2,1,38,2
Private room,SOUTHEAST,RIVERBEND,0,,1,1,16,20
Private room,SOUTHEAST,DOUGLASDALE/GLEN,1,,2,1,26,
Private room,SOUTHEAST,AUBURN BAY,3,4.5,2,1,28,1
Private room,SOUTHEAST,MAHOGANY,2,,2,1,68,1
Private room,SOUTH,DEER RIDGE,5,4.5,6,1,172,1
Private room,SOUTHEAST,COPPERFIELD,1,,2,1,28,1
Private room,SOUTH,DEER RUN,75,4.5,2,1,35,1
Private room,SOUTHEAST,NEW BRIGHTON,0,,2,1,24,1
Private room,SOUTHEAST,NEW BRIGHTON,4,5,1,1,39,1
Private room,SOUTHEAST,DOUGLASDALE/GLEN,0,,2,1,16,1
Private room,SOUTHEAST,MCKENZIE TOWNE,0,,2,1,35,3
Private room,SOUTHEAST,DOUGLASDALE/GLEN,0,,5,1,121,1
Private room,SOUTHEAST,MCKENZIE TOWNE,2,,2,1,40,2
Private room,SOUTH,PARKLAND,0,,4,1,39,1
Private room,NORTHWEST,TUSCANY,0,,2,1,32,1
Private room,NORTHWEST,CITADEL,6,4.5,2,1,32,1
Private room,NORTHWEST,EDGEMONT,0,,2,1,61,1
Private room,NORTHWEST,TUSCANY,0,,2,1,48,1
Private room,NORTHWEST,DALHOUSIE,0,,3,1,75,1
Private room,CENTRE,PARKDALE,1,,2,1,56,3
Private room,NORTHWEST,ARBOUR LAKE,0,,2,1,14,7
Private room,CENTRE,BANFF TRAIL,0,,1,1,100,1
Private room,NORTHWEST,CHARLESWOOD,0,,1,1,40,1
Private room,WEST,PATTERSON,1,,2,1,76,1
Private room,CENTRE,WEST HILLHURST,60,5,6,1,56,
Private room,CENTRE,BANFF TRAIL,2,,2,1,29,1
Private room,NORTHWEST,COLLINGWOOD,6,5,2,1,40,1
Private room,NORTHWEST,HAMPTONS,0,,2,1,44,1
Private room,CENTRE,BANFF TRAIL,27,5,2,1,22,1
Private room,NORTHWEST,SILVER SPRINGS,0,,1,1,20,1
Private room,NORTHWEST,EDGEMONT,0,,1,1,119,1
Private room,NORTHWEST,BOWNESS,0,,2,1,79,2
Private room,NORTHWEST,EDGEMONT,0,,1,1,36,1
Private room,CENTRE,BANFF TRAIL,2,,2,1,56,1
Private room,NORTHWEST,RANCHLANDS,1,,1,1,24,1
Private room,NORTHWEST,BOWNESS,0,,1,1,22,14
Private room,CENTRE,PARKDALE,22,5,4,1,56,1
Private room,NORTHWEST,DALHOUSIE,0,,3,1,48,2
Private room,NORTHWEST,EDGEMONT,0,,1,1,119,1
Private room,NORTHWEST,EDGEMONT,11,4.5,2,1,46,1
Private room,NORTHWEST,SCENIC ACRES,1,,1,1,24,1
Private room,NORTHWEST,CHARLESWOOD,3,4.5,2,1,28,1
Private room,WEST,COACH HILL,1,,2,1,28,2
Private room,NORTHWEST,SCENIC ACRES,0,,4,1,44,1
Private room,NORTHWEST,DALHOUSIE,0,,1,1,32,1
Private room,NORTHWEST,HAWKWOOD,0,,1,1,24,3
Private room,NORTHWEST,HAWKWOOD,0,,2,1,33,1
Private room,NORTHWEST,CHARLESWOOD,7,5,2,1,28,1
Private room,NORTHWEST,CHARLESWOOD,0,,4,1,28,1
Private room,NORTHWEST,TUSCANY,42,5,2,1,29,1
Private room,NORTHWEST,VARSITY,13,5,1,1,33,3
Private room,NORTHWEST,EDGEMONT,2,,4,1,36,2
Private room,NORTHWEST,BOWNESS,32,4.5,2,1,28,1
Private room,NORTHWEST,CHARLESWOOD,4,5,2,1,40,1
Private room,NORTHWEST,HAWKWOOD,0,,2,1,33,1
Private room,NORTHWEST,CHARLESWOOD,35,4.5,2,1,32,3
Private room,NORTHWEST,VARSITY,13,4.5,2,1,47,1
Private room,NORTHWEST,BOWNESS,0,,2,1,36,2
Private room,NORTHWEST,HAWKWOOD,0,,2,1,32,1
Private room,NORTHWEST,DALHOUSIE,9,4.5,2,1,28,1
Private room,NORTHWEST,DALHOUSIE,3,4,1,1,28,1
Private room,NORTHWEST,HAWKWOOD,0,,2,1,28,1
Private room,NORTHWEST,MONTGOMERY,10,5,2,1,60,1
Private room,NORTHWEST,MONTGOMERY,6,4.5,2,1,32,2
Private room,NORTHWEST,BRENTWOOD,9,4.5,2,1,40,1
Private room,WEST,WEST SPRINGS,19,5,3,1,32,1
Private room,NORTHWEST,BOWNESS,4,5,2,1,36,1
Private room,NORTHWEST,EDGEMONT,47,5,2,1,36,1
Private room,NORTHWEST,SILVER SPRINGS,73,5,2,1,41,1
Private room,NORTHWEST,VARSITY,1,,2,1,43,1
Private room,WEST,PATTERSON,4,5,4,1,40,1
Private room,NORTHWEST,SCENIC ACRES,4,5,1,1,20,1
Private room,NORTHWEST,HAWKWOOD,11,4.5,2,1,28,1
Private room,CENTRE,INGLEWOOD,2,,2,1,36,1
Private room,CENTRE,RAMSAY,10,5,2,1,68,1
Private room,CENTRE,BELTLINE,0,,2,1,52,1
Private room,CENTRE,BELTLINE,1,,2,1,41,1
Private room,CENTRE,BELTLINE,1,,2,1,160,7
Private room,CENTRE,RAMSAY,1,,1,1,32,1
Private room,CENTRE,CHINATOWN,0,,2,1,720,3
Private room,CENTRE,INGLEWOOD,0,,1,1,77,1
Private room,CENTRE,INGLEWOOD,4,5,1,1,151,2
Private room,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,1,63,
Private room,NORTH,HUNTINGTON HILLS,0,,2,1,30,1
Private room,CENTRE,INGLEWOOD,1,,2,1,64,1
Private room,CENTRE,BRIDGELAND/RIVERSIDE,0,,2,1,32,1
Private room,EAST,SOUTHVIEW,3,5,2,1,43,2
Private room,CENTRE,BRIDGELAND/RIVERSIDE,7,4.5,1,1,40,1
Private room,CENTRE,CRESCENT HEIGHTS,8,5,2,1,76,2
Private room,CENTRE,TUXEDO PARK,14,4.5,2,1,36,1
Private room,CENTRE,TUXEDO PARK,2,,1,1,26,2
Private room,NORTHEAST,PINERIDGE,0,,2,1,41,1
Private room,NORTHEAST,MONTEREY PARK,0,,2,1,68,5
Private room,CENTRE,GREENVIEW,6,5,2,1,32,1
Private room,CENTRE,HIGHLAND PARK,4,5,3,1,26,1
Private room,NORTH,HARVEST HILLS,5,5,2,1,41,1
Private room,CENTRE,BELTLINE,7,5,2,1,40,1
Private room,CENTRE,TUXEDO PARK,1,,2,1,46,2
Private room,NORTH,HUNTINGTON HILLS,5,5,2,1,36,2
Private room,CENTRE,HIGHLAND PARK,16,5,2,1,75,2
Private room,CENTRE,ERLTON,3,5,2,1,61,1
Private room,NORTH,THORNCLIFFE,3,3.5,2,1,32,2
Private room,NORTH,COVENTRY HILLS,0,,2,1,27,1
Private room,CENTRE,BELTLINE,3,4.5,2,1,72,1
Private room,CENTRE,TUXEDO PARK,6,4.5,3,1,39,1
Private room,CENTRE,TUXEDO PARK,0,,2,1,32,2
Private room,CENTRE,TUXEDO PARK,74,5,2,1,44,1
Private room,CENTRE,INGLEWOOD,6,5,2,1,48,1
Private room,CENTRE,HIGHLAND PARK,0,,4,1,56,1
Private room,CENTRE,MOUNT PLEASANT,0,,2,1,48,3
Private room,CENTRE,CRESCENT HEIGHTS,0,,2,1,40,1
Private room,NORTHEAST,REDSTONE,0,,2,1,32,3
Private room,CENTRE,RENFREW,2,,1,1,44,1
Private room,NORTH,HUNTINGTON HILLS,3,4.5,2,1,36,1
Private room,NORTHEAST,SKYVIEW RANCH,0,,2,1,88,1
Private room,NORTHEAST,MARLBOROUGH PARK,0,,1,1,40,1
Private room,NORTH,THORNCLIFFE,149,5,2,1,24,1
Private room,NORTHEAST,REDSTONE,10,5,1,1,22,1
Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,16,5,2,1,33,2
Private room,NORTH,THORNCLIFFE,186,5,2,1,28,1
Private room,CENTRE,TUXEDO PARK,0,,2,1,41,1
Private room,NORTH,HUNTINGTON HILLS,2,,3,1,40,2
Private room,EAST,APPLEWOOD PARK,0,,2,1,40,1
Private room,NORTHEAST,CITYSCAPE,64,5,2,1,28,1
Private room,NORTHEAST,PINERIDGE,0,,2,1,44,1
Private room,EAST,PENBROOKE MEADOWS,54,4.5,1,1,32,1
Private room,NORTH,HARVEST HILLS,3,4.5,2,1,31,3
Private room,NORTHEAST,PINERIDGE,0,,2,1,28,1
Private room,NORTH,COVENTRY HILLS,33,4.5,2,1,24,1
Private room,NORTHEAST,TEMPLE,1,,2,1,40,1
Private room,NORTHEAST,VISTA HEIGHTS,0,,2,1,100,1
Private room,NORTHEAST,VISTA HEIGHTS,2,,1,1,40,1
Private room,NORTHEAST,RUNDLE,0,,3,1,52,1
Private room,NORTH,THORNCLIFFE,54,4.5,2,1,40,1
Private room,NORTHEAST,MARLBOROUGH PARK,0,,1,1,96,1
Private room,NORTHEAST,WHITEHORN,1,,2,1,29,2
Private room,NORTHEAST,RUNDLE,1,,3,1,56,1
Private room,NORTHEAST,FALCONRIDGE,8,5,5,1,44,1
Private room,NORTHEAST,TEMPLE,3,5,3,1,48,1
Private room,NORTHEAST,WHITEHORN,15,3,10,1,39,1
Private room,NORTHEAST,SADDLE RIDGE,14,5,4,1,48,1
Private room,CENTRE,SUNNYSIDE,0,,2,1,36,1
Private room,SOUTH,BRAESIDE,1,,2,1,60,1
Private room,WEST,CRESTMONT,6,4.5,3,1,27,1
Private room,CENTRE,BELTLINE,7,5,1,1,29,3
Private room,WEST,PATTERSON,10,4.5,3,1,33,2
Private room,SOUTH,BRIDLEWOOD,9,5,3,1,32,1
Private room,CENTRE,BRIDGELAND/RIVERSIDE,1,,1,1,36,1
Private room,WEST,CRESTMONT,5,4.5,1,1,24,1
Private room,NORTH,HUNTINGTON HILLS,0,,2,1,21,
Private room,CENTRE,MOUNT PLEASANT,0,,2,1,56,2
Private room,CENTRE,MOUNT PLEASANT,0,,2,1,28,1
Private room,CENTRE,HIGHLAND PARK,2,,2,1,36,2
Private room,CENTRE,SUNALTA,7,5,2,1,60,2
Private room,NORTH,HIDDEN VALLEY,8,5,2,1,32,2
Private room,CENTRE,WINDSOR PARK,0,,2,1,47,1
Private room,CENTRE,SUNALTA,32,5,8,1,80,1
Private room,WEST,ROSSCARROCK,2,,2,1,36,1
Private room,EAST,FOREST LAWN,0,,1,1,53,1
Private room,CENTRE,CAPITOL HILL,0,,2,1,10,1
Private room,WEST,SIGNAL HILL,0,,1,1,320,1
Private room,CENTRE,RENFREW,0,,3,1,32,1
Private room,CENTRE,SUNALTA,3,4.5,2,1,47,2
Private room,CENTRE,HILLHURST,2,,2,1,77,1
Private room,CENTRE,WEST HILLHURST,64,5,2,1,30,
Private room,CENTRE,PARKDALE,18,5,1,1,56,1
Private room,NORTHWEST,TUSCANY,6,4.5,2,1,21,1
Private room,NORTHWEST,ROYAL OAK,0,,2,1,60,1
Private room,NORTHWEST,SILVER SPRINGS,7,4.5,1,1,48,1
Private room,NORTHWEST,CITADEL,0,,2,1,36,1
Private room,NORTHWEST,ROYAL OAK,0,,2,1,28,1
Private room,NORTHWEST,SILVER SPRINGS,0,,1,1,40,1
Private room,NORTHWEST,TUSCANY,6,5,2,1,32,1
Private room,NORTHWEST,TUSCANY,0,,2,1,29,5
Private room,NORTHWEST,SILVER SPRINGS,31,5,6,1,68,1
Private room,NORTHWEST,HAWKWOOD,0,,1,1,27,1
Private room,NORTHWEST,SILVER SPRINGS,0,,5,1,18,
Private room,NORTHWEST,SCENIC ACRES,0,,1,1,60,1
Private room,CENTRE,BELTLINE,0,,2,1,68,1
Private room,CENTRE,RENFREW,7,4.5,2,1,53,1
Private room,CENTRE,ELBOW PARK,2,,2,1,67,3
Private room,WEST,DISCOVERY RIDGE,2,,2,1,36,
Private room,NORTHEAST,TARADALE,67,4.5,2,1,32,1
Private room,SOUTHEAST,OGDEN,0,,2,1,48,1
Private room,WEST,NORTH GLENMORE PARK,0,,1,1,65,2
Private room,CENTRE,SUNNYSIDE,38,4.5,4,1,40,1
Private room,CENTRE,CLIFF BUNGALOW,0,,2,1,121,11
Private room,NORTHWEST,BOWNESS,14,4.5,2,1,39,1
Private room,CENTRE,SUNALTA,7,5,2,1,36,1
Private room,NORTHEAST,CITYSCAPE,52,5,2,1,29,1
